modelo_datos,validacion,clasificador,fold,fold_id,particion,fila_preparada,fila_fuente_csv,estacion,clase
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1055,1094,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1056,1095,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1057,1096,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1058,1097,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1059,1098,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1060,1099,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1061,1100,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1062,1101,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1063,1102,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1064,1103,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1065,1104,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1066,1105,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1067,1106,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1068,1107,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1069,1108,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1070,1109,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1071,1110,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1072,1111,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1073,1112,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1074,1113,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1075,1114,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1076,1115,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1077,1116,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1078,1117,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1079,1118,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1080,1119,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1081,1120,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1082,1121,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1083,1122,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1084,1123,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1085,1124,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1086,1125,31822,Senescencia / caída de hojas
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1087,1126,31822,Brotación / desarrollo foliar
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1088,1127,31822,Envero / maduración
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1089,1128,31822,Cosecha / post-cosecha
a,por_estacion,random_forest,1,163C6D8E0B60998D85913BE660B3C8902B3910C0D46035C4F45C964DF5BECDD7,test,1090,1129,31822,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,0,39,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,1,40,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,2,41,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,3,42,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,4,43,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,5,44,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,6,45,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,7,46,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,8,47,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,9,48,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,10,49,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,11,50,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,12,51,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,13,52,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,14,53,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,15,54,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,16,55,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,17,56,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,18,57,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,19,58,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,20,59,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,21,60,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,22,61,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,23,62,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,24,63,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,25,64,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,26,65,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,27,66,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,28,67,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,29,68,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,30,69,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,31,70,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,32,71,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,33,72,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,34,73,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,35,74,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,36,75,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,37,76,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,38,77,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,39,78,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,40,79,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,41,80,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,42,81,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,43,82,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,44,83,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,45,84,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,46,85,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,47,86,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,48,87,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,49,88,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,50,89,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,51,90,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,52,91,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,53,92,7230,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,54,93,7230,Floración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,55,94,7230,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,56,95,20386,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,57,96,20386,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,58,97,20386,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,59,98,20386,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,60,99,20388,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,61,100,20388,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,62,101,20388,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,63,102,20388,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,64,103,20388,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,65,104,20388,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,66,105,20388,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,67,106,20388,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,68,107,20388,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,69,108,20388,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,70,109,20388,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,71,110,20391,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,72,111,20391,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,73,112,20391,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,74,113,20391,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,75,114,20391,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,76,115,20391,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,77,116,20391,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,78,117,20391,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,79,118,20391,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,80,119,20391,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,81,120,20391,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,142,181,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,143,182,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,144,183,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,145,184,20399,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,146,185,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,147,186,20399,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,148,187,20399,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,149,188,20399,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,150,189,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,151,190,20399,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,152,191,20399,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,153,192,20399,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,154,193,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,155,194,20399,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,156,195,20399,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,157,196,20399,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,158,197,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,159,198,20399,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,160,199,20399,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,161,200,20399,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,162,201,20399,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,163,202,20399,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,164,203,20402,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,165,204,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,166,205,20406,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,167,206,20406,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,168,207,20406,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,169,208,20406,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,170,209,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,171,210,20406,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,172,211,20406,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,173,212,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,174,213,20406,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,175,214,20406,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,176,215,20406,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,177,216,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,178,217,20406,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,179,218,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,180,219,20406,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,181,220,20406,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,182,221,20406,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,183,222,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,184,223,20406,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,185,224,20406,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,186,225,20406,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,187,226,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,188,227,20406,Cosecha / post-cosecha
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,189,228,20406,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,190,229,20406,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,191,230,20406,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,192,231,20406,Senescencia / caída de hojas
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,193,232,20407,Brotación / desarrollo foliar
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,194,233,20407,Envero / maduración
a,por_estacion,red_densa,2,D68F9653A4F5581A001076994EB5E45EE05AAEB980F4B6C4A7DD4BAFC479388A,train,195,234,20407,Cosecha / post-cosecha
